produk,user,review,klasifikasi
skintific eyecream,nisamahend,mata kan hitam banget super kering nyobain produk benerbener melembabkan area mata trus pakai minggu lumayan area item agak kurang tidak gelap suka produk ujung bagi aplikatornya getar pakai massage area mata bagi wajah,positive
skintific eyecream,hansfina,pakai des pakai ever white th tidak trll beda pfhl udah berekspektasi ngurangi bendol mata warna agak gelap kayak now watching coba elformula,positive
skintific eyecream,Marine3,puas banget produk eye creamnya skintific memang agak pricey pribadi worthed isi alat sensor getar segi tekstur gel putih ringan rasa tidak aroma aplikasi sejuk alat buat metal resap mata sejuk segar garis halus samar tidak timbul milia mata dark circle cerah garis halus samar bingung tidak getar tidak ganti batrenya kasi tutorial ganti batrenya skintific,positive
skintific eyecream,blqsss,suka banget aplicatornya geter muterr works banget claimnya ubah menit pakai suka tekstur resap cepat tidak greesy tetep base aplikatornya rasanha kaya dipijet,positive
skintific eyecream,radenayuadinda10,beli eye cream npure abisak beli mggu tidak pakai eye cream dmn mata keriiiiiing bgtpas brang makegk prlu kliatan samar garis halus akuuuuuuww sng bgtmata lembabsukaaagak nimbulin millia,positive
skintific eyecream,AmyPratami,powerful lifting eyecreamyaas buka produk efek lifting instan area mata canggih bangeeet tidak touch sensor getar menit eye cream skintificid kurang garis halus dalam menit pas pakai asa kaya dipijet bikin relax bangeeet,positive
skintific eyecream,kittylestrange91,produk coba tidak baca review eye cream eye massager vibrate aplikator enak banget apply any eye treatment simpan kulkas dingin oke banget reda puffy eyes eye cream its okay i think tekstur gel cream warna putih enak tidak piling benar bikin mata lembab concealer nempel atas hati pas pakai pas banyak aplikatornya tidak vibrate kedikit tugging kulit area mata tidak firm,positive
skintific eyecream,insyirazeafitri,produk virall banget dimanamana patut diviralkan turut unik banget built in massager super fungsi and simple banget guna tekstur eyecream ringan banget diaplikasiin watery enak banget mata tidak mata auto seger and puffy eyes hasil kurang banget undereye hasil tidak instant perlahan sadar berkurangg and percaya diri tidak pakai concealer keluar,positive
skintific eyecream,fyana_putri,produk skintific pertama bkin tarik beli packingannya super gemesss alat getar pijet mata tekstur krim terang efek pakai efek lembap ngilangin gelap garis halus bengkak mata jarang pakai massangernya mungkin pakai efek signifikan,positive
skintific eyecream,dyndarizky,tarik banget eye massager getar kena kulit huehe coba formula tekstur warna putih gampang serap kit kulit mata sensitive kayak alhamdulillah cocok tidak efek pakai neng banget pas pakai dingin enak disimpen kulkas pakai effectnya mungkin lihat pakai tahun kayak eye treatment gin,positive
skintific eyecream,cherie26,eye cream hasil instant jangka panjang tip eye massager getar otomatis tekan enaakkk banget pakai gera putar keliling area mata hingga tulang alis eye cream pakai efek sejuk pakai massager efek benar mudarin garis halus mata instan garis kadang muncul but its okay mata bengkak sembab kayak cocok pakai alat pijat bikin kempes turut enak banget dipakenya tidak bikin milia harga gin super worth ittt bangettt keren sihh produk lokal jaman now oya ngomong-ngomong paham massager pakai baterai kadang suka mati tidak geter gliding mungkin pakai jugaa tidak pikir stop geter,positive
skintific eyecream,Arumityaas,madu eye cream influencer bilang eye cream skintific kece harga masuk akal under isi ml pas pegang packagingnya kaya waaaah mewah benar warna silver hologram adududuh euy kaget pas coba nempelin aplikator area mata geter smooth vibrate nambah poin plus eye cream asa relaxe banget pas ritual make eye cream tekstur cream enak banget pas diratain bikin lembab area mata butuh serap ngurangin mata lelah banget fine line pakai dark circle jam tidur tidak beranta beda gantung life style overall eye cream skintific fav,positive
skintific eyecream,ems,tekstur cream to gel warna putih tidak enak pakai bawah mata lembabnya beli sesungguhny celamitan lihat tools mata cakep gin praktis kan muter beda tools seret keset lapis diamond muter biat mijit asa nyeret efek getar body metal pegang diamond head ditempelin kulit suka banget sensasi pakenya aman pakai am pm nimbulin millia ngomong-ngomong powernya darimana efek getar metal habis bingung muter doang diamondnya tidak getar hahahaa isi ulang batrenya enak banget suka repurchase kayak,positive
skintific eyecream,Bozzmoms,ukur eyecream lumayan ml bikin beda aplikatornya aplikatornya roller putar aplikatornya vibrate getar aplikasi message area mata roller putar getar cream warna putih ringan lembab tahan lembabnya menbantu kurang dark circle kantung mata kurang rollernya fine line efek saran aplikasi aplikatornya bersih lap bobot eyecream roller aplikatornya aplikatornya,positive
somethinc eyecream,NataStar,eye gell pertama tekstur turut ringan gampang balur area mata ujung aplikator bahan kramik dingin sebar gel efek turut puffy eyes cerah mata panda nipis kerut tidak produk cocok anak remaja kerut halus harap produk remaja area mata extreme,positive
somethinc eyecream,Shine,pakai produk praktis pencet oles mata aplikatirnya senang buat bahan ceramic sejuk sentuh kulit produk cepat serap kulit tidak tunggu step skincare ikut kantong mata kerut mata pakai hasil puas hasil melembabkan daerah mata sebab milia,positive
somethinc eyecream,geraldineshinta,beli nyoba merk release banget beauty vlogger recommen pas nyoba hm ajasih eye bags tidak kurang banget kurang hitam hm kayak tidak signifikan ganti merk harga produk gapai wkwkwkw repurchase area mata awat,positive
somethinc eyecream,vivi_nr,tidak ubah mata lembab kurang hitam hilang garis halus tidak harga agak mahal buat gampang applynya aplikatornya tahan isi,positive
somethinc eyecream,crf,efek bagus pakai rutin skip efek tidak pakai rutin pengaruh kurang kantung mata mata panda cekung bawah mata segar pakai pagi dingin kurang puffy eyes,positive
somethinc eyecream,dailyme,love this product sooooo much hampir tahun tidak habis habis benefitnya tidak tipu tipu minggu make mata panda kurang banget gadang produk nolongin mahasiswa kebut skripsi malam asli so worth it gon na repurchase it later ofc,positive
somethinc eyecream,rasyaam,tekstur suka banget mata seger habis pakai cepat nyerep lumayan perih kena mata kurang hitam sekitar mata tidak signifikan kerut halus tidak efek,positive
somethinc eyecream,giovani17,hasil signifikan pakai eye cream prevention tidak expect too much aplicator enak banget bkin daerah sktar mata rileks tidak bkin nambah milia tambah pakai eye cream brand bkin nambah agak males pakai eye cream so overall not bad,positive
somethinc eyecream,CitraPermata09,beli reviewnya bagus harga murcee tekstur gel suka cepat banget resap aplikatornya suka banget ukur pas pakai bawah mata bikin adeemm rasain area mata lembab cerah,positive
somethinc eyecream,inuafa,coba pakai iklan janji hilang millia mungkin habisbaru botol hilang millia notice millia tidak mata putih area mata lembab pakai produk mungkin update review kembang,positive
somethinc eyecream,shitaarnd,eye treatment product pertama pengaruh signifikan enak aplikatornya mata lelah apply taruh kulkas memang wrinkles dark circles puffy eyesku parah,positive
somethinc eyecream,Syifaamaliadzul,suka banget produk pakai pas malam pagi hari mata fresh tidak bengkaksembab nyaman banget cocok kulit mata sensitif aplikatornya dinginn pas pakai aplikasiin produk luv,positive
somethinc eyecream,mimims,aplikatornya enak praktis tidak ngotorin tgn ngefek ngurangin kntg mata cerah tidak pengaruh tekstur oke gel cpt nyerepnya kumasukin kulkas enak banget pakai pas mata lelah,positive
somethinc eyecream,Michicojp,lihat aplikatornya tarik beli agak salah paham buka bis copot gaperlu putar putar patah gabisa tutup pakai lumayan hidrasi area mata capek meski tidak pakai tetep simpan suka tools massage mata enak cerah kurang kerut nampol,positive
somethinc eyecream,Veraws,tidak punya tidak packagingnya ringkih banget pinggir aplikatornya retak hilang tidak jatuh aplikatornya bagus pijat ingredientsnya bagus garis halus tidak efek buruk lumayan ngefek mata panda,positive
somethinc eyecream,rendayuu,produk eye treatment pertama so far beneran ngebantu ngurangin kerut bawah mata ngebantu ngilangin kantong mata bengkak hitam review digembargemborkan beauty vlogger beneran calming soothing banget apply bagi kantong mata,positive
somethinc eyecream,GloriaPujihu,pakai benar benar ngelembabin banget trus sensasi dingin pakai aplicatornya tidak pakai jari tangan applynya so far this thing benar benar bagus tidak efek gimanagimana,positive
somethinc eyecream,Suci_Soenirdja,somethinc campaigne bagus beli kayak wanita mata panda wringkles mata moga honest review tertawa honestly tarik ingridients tripeptide klaim tidak mata ngelembapin juara aplikator ceramic bikin sensasi dingin pas treatment kontur mata dark cirlcle wringkles eye bags tidak pengaruh favorit banget aplikatornya cooling sensation sisi harga bilang oke tidak overprice produk lokal consnya packaging ringkih derat ulir buat plastik gampang retak punya pecah untung deratnya buka aplikatornya dibukadilepas bersih cuci tetep tidak cocok bawa travelling game changer cocok cegah mata kayak newbie rasa recommended nampol,positive
somethinc eyecream,DillaRaffike,beli racun review orangorang efek bagus kayak so so tidak pengaruh kantung mata mata panda memang melembabkan kadang rasa perih mata tidak harga golong murah banding isi cari,positive
wardah facewash,fadiyafril_,facial wash baguss banget cuci muka pakai facial wash seger tidak tarik bersih hampir jarang jerawat pakai produk ml awet banget pakai habis pokok recommended facial wash,positive
wardah facewash,pearlyct,sabun cuci muka ganti ganti harga murah gasampe rb kecil ukur claim gentle tidak busa minim banget tidak sensasi tarik pakai gada bau aneh aneh nyaman banget pakai pakai kaya efek tone up gada keluh produk alhamdulillah cocok wajah love it,positive
wardah facewash,TheP,minggu coba pakai face wash tipe cleanser tidak busa mudah bilas tidak tinggal efek licin wajah aroma lembut nemu another favorite face wash wardah series rose,positive
wardah facewash,AdistiaWdp3010,produk wardah bagus banget segi harga affordable cocok lembut kulit tidak tarik bersihin sisa make up busa dikit trus wangi soft tidak nyengat tidak bau kayak parfum,positive
wardah facewash,amaliaamira,produk bagus banget buat kulit lembut gampang apply wajah bilas tekstur lembut nyaman apply wajah produk skincare favorit akuu hehehsesuka produk wardah,positive
wardah facewash,lisasengkey,facial wash oke suka coba facial wash embel gentle memang ingredientsnya netral fungsi second cleanser daya bersih oke beneran gentle kulit sensitif busa pas mudah bilas kulit tidak licin telah tidak kesat pas kandung fragrance bikin facial wash wangi turut tolerir,positive
wardah facewash,reef,facial wash cocok banget kulit kombinasi oily harga affordable banget pakai facial wash tube semenjak ganti series whip foam so far cleanser baik pakai best banget pokok,positive
wardah facewash,mil00mile,souvernir beauty class sekolah bagus bikin kulit cerah rasa lembab halus suka tidak busa face wash bilas rasa licin fungsi bikin lembab suka bikin rasa bersih bilas bagus repurchase kayak,positive
wardah facewash,isnanibarokah_,beli paket face wash night creamnya tekstur gel bening hint warna putih gentle wash busa hasil golong mirip face wash tenang cuci muka tidak asa tarik kulit aman kulit kering,positive
wardah facewash,Niaaa9,bagus cocok lembut kulit bikin cerah wangi lembutt tidak nyengat banget segi harga affordable bangett buat anak kos recommended product depan langgan,positive
wardah facewash,wrgusnari,busa dikit lembut kulit tidak suka facial wash after use rasa licin banget bilas air kayak bersih enak hydra rose but face washnya lumayan jangkau imo,positive
wardah facewash,Desirachma22,facewash harga affrodable gampang busa lembut bau tidak ganggu tidak bikin kering wajah klaim fw melembabkan cerah tidak ngefek,positive
wardah facewash,amymia,suka wangi soft meski cerah tidak varian perfect bright segar adem muka pakai tidak bikin gatel muka iritasi harga murah jangkau tekstur agak padet perfect bright,positive
wardah facewash,nisa_NA,sabun muka versi agak tacky tidak asa bersih tekstur hampir sabun muka hydra rosetp tekstur ringan gentle kulit sensitif busa dikit tidak asa kesat habis cuci mukacm buat tidak ngefek bersih sisa residu st cleanser micellar oilwater tidak asa benar bersih gthrs double toner beneran wajah bersih makeup tidak repurchasekrn sabun muka wardah coba tanggung wajah,positive
wardah facewash,Atika_Cahya,kemas kulit normal cenderung kering lihat kandung fokus melembabkan cerah klaim bersih bikin keset tarik so far bersih aroma wangi bersih,positive
wardah facewash,wiewd326,face wash tidak bikin kulit wajah tarik ngebersihin sisa makeup busa lembut banget harga jangkau produk drugstore legendaris indonesia recommended kulit kering,positive
wardah facewash,saptin,awal pakai facial wash wardah kasih sepupu tekstur suka busax lumayan bersih kotor debu nempel kulit wajahq suka facial wash wajahq kering sensasi tarik suka facial wash soalx tidak bikin wajahq adang kulit yang timbul jerawat komedo merah,positive
wardah facewash,nanasssziaa,belikan mama pakai fw lamaaku tidak lihat hasil signifikan suka fw nyamenurut tekstur nyaman ringan bangetga efek negatif muka habis pakai muka rasa bersih lembut cerahmungkin cerah sugesti beneran cerah kotor muka terangkatuntuk wangi suka wangi lembut tidak too much gituwarna kemas cocok kamar mandi,positive
wardah facewash,ratridprm,facial wash tidak kulit kering pakenya tekstur gel putih busa muka agak cerah pakai facial wash suka aroma facial wash khas banget rangkai lightening series wardah,positive
wardah facewash,rororindu,penasaran nyobain face wash nyobain kakak wardah lightening micellar wash tipe face wash gentle hasil tidak bikin muka keset busa fragrancenya tidak strong sayang face wash tidak cocok nimbulin jerawat beruntus muka pindah face wash tipe gentle kayak tidak sahabat muka saranin face wash gentle tipe dry skin harga murah ukur ml,positive
wardah facewash,caecae999,gentle pakai lembab ngebersihin gampang tidak licin tidak busa bkin kulit tarik tidak tarik tidak bkin cerahv,positive
wardah facewash,Kprbw,kulit minyak jerawat aman kesan pas adaptasi agak bikin kering nyaman tidak ninggalin kesan keset kantong mahasiswa cocok pakai neng banget heheheh,positive
wardah facewash,Susivitriandrr,cocok banget kulit sensitif ganti ganti sabun cocok bikin muka bersih agak tarik ttp aman pakai moisturizer pokok bagus,positive
wardah facewash,amandarwin,tekstur cair kaya sabun mandi cair diemulsify foamy banget effortless buat busa tidak aroma tambah cenderung aroma kimia yah hasil bersih tidak tarik mungkin kulit dehidrasi banget danatau dingin kelembaban rasa tarik,positive
wardah facewash,jani1995,cocok kulit minyak pakai muka agak tarik banget pakai hydrating toner mositurizer kulit lembab hasil bersih bersihin sisa sisa kotor muka bikin kulit fresh cerah,positive
wardah facewash,djihanis,pakai varian whip cream kulit cenderung oily after feelingnya cenderung kering pindah varian micellar wash so far varian bersih double cleansing buat kulit kering apply tonerproduk hydrating telah,positive
wardah facewash,LivannySagita412,pakai dve facial foam tutup navy kan discountinue wardah lightening micellar gentle wash mirip cocok pakai facial foam agak repot produk discountinueakhirnya coba coba facial foam ph rendah biar kulit tidak kering oiya suka cek ph facial foam instagramnya bellinda putri instagramnya kakak bellinda suka check ph facial foam merk facial foam cocok wajah ph kita wardah salah satu wajah facial foam tidak bikin kulit kering busa hasil cuci muka bersih harga jangkau ukur ml coba ukur ml cari facial foam ph rendah jangkau wardah micellar gentle wash pilih cari ganti produk discountinue,positive
wardah facewash,febrinasaragih,puas produk cocok kulit kurang jerawat bekas jerawat loh bahan ringan produk ditemuka ecomerce loh offline harga jangkau banget kantong pokok love,positive
wardah facewash,medaza,awal pakai wardah cocok ngefek kulit wajah bikin cerah agak ngerasa licin pas pakai tidak selesai cuci muka pakai skin care tidak wajar,positive
wardah facewash,Primagelas,rasain pakai bersih agak cerah kering pakai ekspetasi pakai kulit lembab tidak tarik salah turut bagus suka finish facial wash kering tarik claim gentle wash,positive
wardah facewash,jamilatunnisak,tekstur hampir gel enak dipakenya tidak bikin wajah kering tarik wangi tidak alu strong coba aneh gin licin tidak keset kayak fw erti skincare first time pakai skincare beli paket wardah series turut pas mula recommended harga pas kantong ajar,positive
wardah facewash,Julphna17,pakai nyobain kakak kira tarik pakai fw wardah tidak cocok fw wardah bikin jatuh cinta tidak tarik gtuu lumayan cerah,positive
wardah facewash,Anggitakarima,awal kenal skincare percaya klaim kesini teliti lihat kandung beliapalagi facial wash semacamnyauntuk bersih wajah bagus bersih fresh bgttwanginya enakengga bikin muka bruntusan jerawat tidak bikin cerah not bad lahbeda pakenya paket series hasil adacuman recommen bgtt pakai cmn pindah face wash lainharganya affordable isi,positive
wardah facewash,hiaktaa,beli fw gentle nyerahin wajah awal awal pakai aman aman muncul bruntusan tetep pakai habis sayang gel bening enak pakai tidak bikin keset tidak bikin kering,positive
wardah facewash,wulandari0303,pakai produk duluu make brand kusam pas nemu wardah alhamdulilah pakai cerah bikin liat halus jugaa stay sabun muka wardah cocok hindar sinar uv,positive
wardah facewash,itsnisak,coba facewash alfa murce ambil wardah tekstur creamy facewash gentle muka asa bersih banget licin efek tarik telah worth price,positive
wardah facewash,Yolaff,ngeuh claim kulit normal to kering kulit combination kadang kering aman banget enak tidak tarik pas cuci muka ngerasa fresh cerah pokok pas cuci muka,positive
wardah facewash,melindapuspitasari,bagus ko after effect kulit halus cerah habis bilas bikin muka tarik kering gatau kulit tidak terusin gapapa tetep suka ko busa eweul eweul,positive
wardah facewash,Winipade,kulit sensitif rekomendasi lembut tidak bikin kering tidak busa benarbenar pure kulit jerawat pasti aman banget bikin lembab tidak minyak pakai hampir,positive
wardah facewash,ginaarumi,sebenere bersihin bikin kulit tarik kaku kering puas kaya bersih pakai nemu cocok kayak ganti facewash,positive
wardah facewash,Rifkarizki12,recommended kulit kilang minyakkk facial wash aplikasi kesett narikk wajah kering kulit minyak tidak ngebuat kering banget kanebo gituu netralin banyak minyak wajah kitaa,positive
wardah facewash,saficalista,sebenere bersihin bikin kulit tarik kaku kering puas kaya bersih pakai nemu cocok kayak ganti facewash,positive
wardah facewash,hoemae,fw finishnya licin sifat melembabkan kan tidak habis tahun suka pindah fw awal kenal skinker pakenya nyobain produk nyoba muncul jerawat merah sakit gatel gituu cek cosmily fungal acne oiya finish licin bilas berkalikali kayak nempel loh heran tidak bersih memang licin gituu kering better step skinker serum moist ss kering ngerasa kulit tarik butuh lembabin lagi suka melembabkan kayak hydrating sebentar would say yes coba hidrasi saran coba travel sizenya ml tidak update jerawat fw pakai peeling serum,positive
wardah facewash,nadiadiani_,gara gara facial wash tinggal pas mudik jadi beli mudah cari alias cocok sensitif skin tidak alcohol gentle pas make wangi lumayan rasa busa cenderung dikit pakai muka asa lembut bilas tidak tarik kulit asa licin gamenimbulkan bad effect muka cocok cocok ken cari facial wash mudah ditemuin murah gentle cocok edited tidak jodoh wardah jerawat muncul tipe jerawat mendem agak sedih kira produk beneran oke wajah salah opsi tidak,positive
wardah facewash,Galaxy68,beli embel non alkohol pakai varian gentle tidak bikin jerawat kulit type kombinasi ngerasa bersihin mungkin kulit normal gentle wash harga jangkau pilih fa tidak saran formulasi tidak fa safe,positive
wardah facewash,geviay,cocok pakai skincare wardah beraniin nyoba dgr facial foam embel micellargentlewash penasaran pas coba alhamdulillah cocok suka aroma but its ok gamasalah cocok tidak efek negatif wajah lumayan cerah ngomong-ngomong habis tube,positive
wardah facewash,rizaalfiki,produk bagus cocok kulit kering turut pakai tidak nyaman produk tidak bagus memang tidak biasa pakai gentle hasil licin ngrasa bersih oke,positive
wardah facewash,Rinioktapia,habis facial wash kkn beli alfamart lihat tarik beli kandung niacinimaid bahan cerah kulit claim cerah dalam pakai benar suka kkn panas wajah kucel pakai agak cerah tidak suka pakai kulit agak kering pakai toner hydrting jaga lembap,positive
wardah facewash,serinafelix,suka banget cocok kulit kering cerah tidak ngefek reperchuse karen nyaman banget tidak bikin kulit rasa tarik memang tidak foamnya,positive
wardah facewash,ipichi,suka face wash bikin muka agak tarik keset habis bilas air kulit kan kering tidak nyaman mungkin kulit oily kombinasi oke bersih aroma ok tidak ganggu,positive
wardah facewash,verensafiradewi99,beli hemat facial wash murah lanjut bikin kering muka nambah kering foam lumayan overall bagus ko wajib cobaaa,positive
wardah facewash,avialaily,kagettt bgttt superrr bagusss bersih gabikin kulit kering tarik ngangkat minyak oke coba rose bikin kering tarik tidak coba bagus harga segitu mudah moga tidak discontinue yaaa,positive
wardah facewash,maryamst,face wash favorit somebymi snail truecica ordinary squalane cleanser random milih pas beli facial wash toko serba ada baca komposisi beli hada labo tamagohada tidak kan bingung baca komposisi rak menit tidak nyesel milih face wash benar gentle sangattt tidak bikin kering keset lembab memang face wash tidak busa kayak tidak busa ajaib benar face wash cerah efek niacinamide kan repurchase inget,positive
wardah facewash,dsswtta,huh best produck tidak repurchase keduakalinya cocok banget muka pakai pas sekolah panaspanasan debu facial wash suka wangi soft girly banget uwg muka bersih fresh cerah,positive
wardah facewash,maya_dewanto,kulit tipe combo sensitif my skin doesnt react negatively towards this product busa lumayan after effectnya tidak kering tarik banget habis tes ph level this product masuk range cocok pakai seharihari will i repurchase this maybe yes maybe tidak ken coba,positive
wardah facewash,Hanikmaulida,penasaran sabun cuci wajah wardah beli cocok banget wajah pas kering aman pakai tidak bikin jerawat wajah asa halus tidak bikin kus benar benar bikin wajah cerah,positive
wardah facewash,Puspitarini17,klaim kulit kering sensitive oily acne prone alhamdulillah aman busa hampir tidak memang facial foam efek melembabkan ngerasa b efek bersih lumayan suka tidak bikin kulit oily ngerasa tarik gampang minyak,positive
wardah facewash,DitaIrmawati,tekstur sabun cuci muka pasta busa tidak banget tidak tidak busa tidak bikin keset tidak bikin tarik feel habis pakai bersih alus licinn suka bgtt sm fw ini wangi tidak b sabun cuci muka wardah,positive
wardah facewash,aureliaaurita,luv this product sooo much awal beli gara gara staycation tidak face wash ngasal beli indomaret tapi pas pakai cinta banget muka nyaman banget tidak rasa tarik pas habis make kering muka aluuusss banget habis muka rasa cerah gede rasa gede rasa mungkin niacinamide packaging face wash wardah beda ukur kecil enak bawa luv banget on the way sedang di jalan indomaret beli lagiiii,positive
wardah facewash,Indri_Ye99,cobain harga murah trus temenku bagus coba suka sensasi habis cuci muka keset trus tunggu jam pakai apaapa bagi pipi kering tarik,positive
wardah facewash,neysanrnns,sabun muka gentle wajah tidak bikin jerawat tidak bikin kering tidak cepat tangan wajah produk lembab bikin muka bersih wangi tidak kuat gampang ditemuin minimarket dekat,positive
wardah facewash,Gagatp,agak bosen tidak suka pakai cetaphil tidak abisabis brand sayang yaah wardah nyobain micellar kandung glycerin awal kayak mikir wow kenceng banget kayak efek mengkinclong kan tidak pakai laenlaen getoooh kayak lebih nambah toner dan lain lebih nyoba pakai doang bright plump kulit skincare eunthisiast kayak bohong yaah begutu double timpuk tidak ngefek pakai doang pas ngaca laaah bagus kulit akooh kayak chris evans kaca tertawa canda pokok mantul siiih wardah eamng tidak kecewa serum vit c hadeh ngomong-ngomong ngerasa tidak timpuk step ngerasa siasia beli skincare essence serum dan lain pakai cetaphil skincare its either plus or minus produk,positive
wardah facewash,jellyjey,firstly i buy this in indomaret cuz i go to travel but im forgot to bring a facial wash and as always same with my expectation its must be a very gentle cleanser between a wardah gentle cleanser that i ever try it so untill now i always use this when i go traveliing but this product have a one minus when use a makeup this facial wash not really deep cleansing ur skin,positive
wardah facewash,itsrahayu_,enak banget pakai gentle gabikin tarik muka bersih bangett gatau bikin bruntusan huhu wajah benar banget dahi alhasil stop pakai benar stop pakai bruntusanku hilang suka yaudahlah teman facewash tidak bikin wajah serasa tarik coba,positive
wardah facewash,Sarahbibra,suka sabun busa agak worth it wardah tekstur banget busa kadang kadang tidak ada uang busa tidak bikin cerah jugatapi jujur bagus bersih maka cuci mukak pakai,positive
wardah facewash,mayanswr,face wash dryskin friendly tekstur gel foam wangi khas series lightening wardah wangi fresh bilas benar tinggal efek licin kulit kering wajah tidak kering tarik cenderung kenyal pribadi face wash bagus nyaman neng facewah tekstur whip,positive
wardah facewash,andhinaaor,facial wash gentle foam tidak tidak bagus banget tidak bikin kering guna bagus purut harga kantong ajar banget tidak efek negatif kulit kesan glowing pakai,positive
wardah facewash,himawarimatsunaga,awal beli produk wardah mungkin awal kuliah tetep wardah sabun muka serum varian top banget cocok wajah kayak tua pakai bagus muka,positive
wardah facewash,riadhina,my new holy grail face wash bagus bangeet,positive
wardah facewash,rehgaprvt,suka wangi lembut tenang busa suka banget nyaman pakai wajah tidak rasa tarik ngerasa wajah lembab seger face wash wardah suka udah repurchase,positive
wardah facewash,icha_nbl,awal nyoba beli bantu kerja teman fw habis lgsung coba pakai kaget ternyt cocok banget wajah bantu cerahin banget banget tidak bikin kering gabikin jerawatbruntusan pokok top tekstur gel cocok banget kulit minyak parah habis ber tube tidak keitung,positive
wardah facewash,Husnul92,awal coba nyerah facewash kulit sensitif kering bruntusan jrawatan nyoba cosrx ph tidak cocok bikin muka sensitif suami nyaranin pakek fw pakek pas jrawatan parah coba ternyta beneran tidak bikin keset tarik enak banget dmuka coba hari takut kaya kelupas kulit takut tidak cocok kan ternyta rutinin ternyta jrawat ngempes kering memang butuh jrawat yaaa tidak ngefek skin tone dikit sikak dehh tidak nyangka bagus pakai produk wardah bnyak tidak cocok,positive
wardah facewash,Sisil09,tipe wajah kering kadang susah cari produk face wash cuci muka tidak bikin muka tarik ketemu produk benar benar tidak bikin muka kering rasa bersih banget lembab muka sukakk pakai gada efek negatif tidak bikin efek bagus stabil kayak kemas gentle face wash wardah,positive
wardah facewash,ernna,pas pakai klik muka tidak tarik lumayan bersih tidak bikin kulit kering cuci muka kulit lembab sangatsangat worth to buy harga affordable kualitas tidak playplay love it,positive
wardah facewash,Yeyenayuk,pakai lembut banget wajah busa lembut keset banget wajah cerah turut cocokcocok kulit menit tidak tidak pas awal,positive
wardah facewash,nisaalifa88,bingung cleanser lembut pas hamil gampang dibandingin seri hydra kalah lembut oke tidak paraben aman ibu hamil tidak wangi gampang nemu minimarket,positive
wardah facewash,mutiarachmanita,sumpah banget claim bikin tidak tarik habis cuci muka bikin cerah banget sukakkk banget ah pokok harga ramah kantong cuman rb ajaaa nemu sabun cuci muka murah cocok,positive
wardah facewash,desthars,banget sm claimnya face wash benar gentle tidak bikin kulit tarik bilas asa halus banget kulit muka cocok banget kulit super kering harga affordable sukaaa,positive
wardah facewash,nikiiastuty696,cari cleanser gentle murah produk beli ukur ml udah tube berapa bersih tidak reaksi buruk kulit kering sebnere mas agakering tarik cepat pakai toner,positive
wardah facewash,dwipuspita29,tu banget facial wash tidak bikin muka tarik coba produk bikin kulit kering ngelupasngelupas pas nyobain enak banget pas apply muka tidak bikin ketarikketarik bahagia bangettt sukak,positive
wardah facewash,nattagustin,suka banget produk wardah lightening micellar gentle wash benerbener bersih muka debu kotor hari aktivitas tidak keset lembab baik,positive
wardah facewash,gianinafells,pas vacation lupa bawa facial wash paksa beli indomartalfamrt produk cocok tipe kulit kombinasi pakai licin hasil not bad harga gin recommended banget,positive
wardah facewash,bellaayulstr,beli cleanser pas staycation lupa bawa skin care rumah klaim tidak bikin kesat melembabkan kulit normal to dry cocokpakebanget plus tidak susah cari affordable udahlah definitely repurchase,positive
wardah facewash,corneliae,pakai produk harga gin turut worth it surprisingly cocok lumayan ngefek cerahin wajah meski tidak cepat produk tidak bikin muka tarik kayak sabun muka claim cerah so i would definitely repurchase this product,positive
wardah facewash,Rizkaarkandra,must have hitam banget banget pakai all produk wardah skincarebedaklipstik trmasuk facial wash facial wash cocok banget kulit bikin kulit wajah cerah ngangkat kotor banget harga jangkau worth to buy pkknyaselalu cinta wardah,positive
wardah facewash,nabillaarsandy,pakai produk sabun cuci muka habis mama pakenya sabun cuci muka wardah nyoba pakai enak cocok terus pakai sabun cuci muka tidak bikin muka kering bikin muka lembab bangett sukakkk,positive
wardah facewash,delafaraa,wardah lightening micellar gentle wash juaraaaak lembut banget tidak bikin keringcocok segala usia aman kulit sensitive yes cuss cobain,positive
wardah facewash,sekar__,waktuu pergi lupa bawa facial wash cari alfamart nemuu produk ini pakai not bad kulit super sensitif tidak aroma aneh aneh jugaa tidak tarik jugaa aman aman ajaa pepet pakai produk,positive
wardah facewash,nisyadea,beli pergi lupa bawa face wash agak skeptis takut asa kesat tapiii surprisingly benar benar lembut tetep busa tidak bikin kulit kering tarik wangi seger meski kuat personal bilang wangi lembut sensitive sm wewangian soo so far aman ken coba seri,positive
wardah facewash,Tiaraalfayza,beli pas pulang kampung males bawa skinker rumah beli alfmart ukur kecil stay bbrapa kampung jerawat kusam tidak cocok air agak keruh gatau pas pakai face wash kampung mulus woi keset bgttt enak tidak aneh bau bawa rumah face wash wkwkk bintang harga tidak bikin miskin,positive
wardah facewash,jisitha,phnya rendah liatmuka tidak bergitu tarik bangetmasih wajar fragrancenya tidak nyengat jugadiantara fw wardah phnya rendah pakai wardah,positive
wardah facewash,Mahmahdiyah,sebenere bersihin bikin kulit tarik kaku kering jugacuma puas kaya bersih gitujadi pakai nemu cocok kayak ganti facewash,positive
wardah facewash,alfajarr,pakai produk tipe kulit normal to oily benar bagus banget bik wajah bersih cerah tidak bikin kulit super kering kayak terik i know this product for dry skin kulit normal oily bagus so i prefer use this tekstur semi gel busa lembut tidak repurchase big yes,positive
